Ticker,FDX,FDX,FDX,FDX,FDX,JNJ,JNJ,JNJ,JNJ,JNJ,AAPL,AAPL,AAPL,AAPL,AAPL,HD,HD,HD,HD,HD,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,COP,COP,COP,COP,COP,MS,MS,MS,MS,MS
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,166.68543609818826,167.70938569545845,166.17346853298116,167.20689392089844,1758000,164.67043752688005,165.56639201986573,164.26911359950572,165.20240783691406,5389200,147.73233375155243,150.08498469071404,147.62359740352187,149.33372497558594,58301400,306.50166083588863,307.4959410491375,300.5734790404558,301.5771484375,4243400,96.62802445978609,98.2900840665078,96.62802445978609,97.99150848388672,18868100,118.0102002407569,119.51782002393101,116.35460440888045,117.2240219116211,7482600,82.78723821237864,83.46082636850373,82.7410989513343,82.98101043701172,4961400
2022-11-25,168.05072424846145,168.54374029697684,166.87507504565022,167.52926635742188,445300,165.54772909929173,166.238357690363,165.0624121297454,165.4170684814453,3058600,146.6054437081691,147.1688998342538,145.42911818185223,146.40774536132812,35195900,302.87158369095476,308.6777917324565,301.942941926181,306.14520263671875,3393500,97.77255664966751,98.17065490597226,96.93655714521095,96.99626922607422,9701400,117.36273713133922,118.1766616866704,117.0020200057276,117.28874206542969,2547800,82.72265913107485,84.04216192849802,82.55656762371166,83.88529968261719,2450100
2022-11-28,166.6285809282675,167.09315515286485,162.9689142193905,164.2204132080078,2656900,164.95972533319497,165.91168926317428,164.78239718299972,165.50103759765625,6183100,143.47184797217477,144.95460787890806,141.73208177830335,142.5624237060547,69246000,304.90708650517564,308.41520665064365,298.1440965808346,299.14776611328125,4733700,96.5782667025875,97.11569819421372,95.1550706024734,95.59297943115234,26237500,113.48732783549357,115.67013280387438,112.13694968667454,114.54173278808594,5648600,83.23015078535126,84.06060827138566,82.7687862975392,82.94410705566406,6147700
2022-11-29,165.67099115302713,169.18843388056612,165.27279090841085,168.5911407470703,1662900,165.20239417729695,165.43571771735688,163.00916144529683,164.34376525878906,6700500,142.63160575157164,143.14563338917574,138.7369025521412,139.54747009277344,83763800,296.40874392963764,300.1607533464685,296.0522984549491,296.3712158203125,3505600,95.2745073253337,95.6626510462463,93.66221276632477,94.73707580566406,20061700,116.3730791611953,117.30724748767449,114.61573511006037,114.92095947265625,4909700,82.71342049645241,84.40201612331477,82.6765104945695,84.04215240478516,5307100
2022-11-30,167.83264000609378,173.55915675202323,167.5766489950988,172.76275634765625,5014500,164.60509913580051,166.13570110659703,163.12116472479062,166.12637329101562,13288000,139.77485420692707,147.01073115671917,138.93463248466975,146.3286590576172,111380900,295.3048471560827,305.93065976797567,293.95539590999067,305.7419128417969,15106500,94.36882794469375,100.55923320625755,93.97072970281681,100.50946807861328,43647500,117.14076596175155,117.16851234897948,113.2468653576317,114.23652648925781,8484500,84.22669421944532,86.04447130804154,82.24282564458491,85.87837982177734,10520600
2022-12-01,172.55418299266927,174.0237407411979,170.53472556231702,171.08462524414062,1562500,167.059683256779,167.9556520698686,165.9117352308021,166.81703186035156,6282600,146.5065813559001,147.41600568948158,144.92496463802757,146.6054229736328,71250400,307.931294671215,311.1020649339757,306.1666229732202,308.64849853515625,3830100,100.53932411796288,101.7634748829433,99.772991266651,100.50946807861328,28687100,115.30941435208601,115.95686056269464,113.6630630261639,113.82029724121094,5285100,85.86915848431208,86.26593223589308,84.92797800188418,85.81379699707031,7310400
2022-12-02,168.91348723494826,172.99031983296985,167.8895375731063,171.99481201171875,2060300,165.65974214967397,167.02235812576427,165.1557694818243,166.94769287109375,5823900,144.28243209151336,146.29897894842466,143.9759823709456,146.1111602783203,65447400,302.99584996399824,309.9790839893571,302.28809209375845,309.51666259765625,3644100,98.57870403410195,100.29051356417902,98.429416244413,99.96208953857422,21480700,112.95088540267886,114.56949042240582,112.22944409494909,113.00637817382812,4879700,84.76187680943738,85.50006274096054,84.43892310434455,84.98332977294922,5197800
2022-12-05,170.23134005574465,170.5821323895925,167.15949116955835,167.4344482421875,1560700,166.46235773591707,167.3956519564053,166.12637124690372,166.85433959960938,5120600,146.07164500360574,149.18543519719876,144.0946315261712,144.9447479248047,68826400,306.83657336528637,307.18572925041866,301.5425591742515,302.0521240234375,5057300,98.92703166952748,100.89760608639799,98.5289334501006,99.00665283203125,24405100,114.93019235405565,115.32790696001528,109.7969000046413,110.4073486328125,5478700,84.41125550758274,84.63270850557706,82.20592662972736,82.87029266357422,8272500
2022-12-06,167.2827532384468,167.40601085820646,162.21041284820112,164.06869506835938,2064100,167.91827984476308,167.9929450848245,164.1944311019783,164.3531036376953,7943500,145.37966208348357,145.6070143612091,140.28884442227303,141.26747131347656,64727200,301.63696769143206,303.5337391146545,296.82420863195,299.5703125,3341500,98.82751539763453,99.30522721733549,95.96121410705892,96.5185546875,24910700,109.5471738361257,110.74956172521959,105.93999605573033,106.92965698242188,6498400,82.69497510087618,82.82415659704118,79.7330158704696,80.74801635742188,10424700
2022-12-07,163.3291777732923,165.24432920146725,162.77927808197202,163.33865356445312,1500200,164.79176237584358,166.0143754892492,164.47443152733663,165.3517303466797,5702600,140.55576270463825,141.72219330934035,138.39093073198447,139.32012939453125,69721100,298.1641855311413,304.69444323257665,296.72980681695464,302.1181945800781,4038200,95.95126501404084,96.41902227907117,94.26930395221923,94.4882583618164,31045400,107.55861500854537,108.77025420329669,105.52379306753471,106.25447845458984,6099100,80.11131979773441,81.22782087988006,80.00981905937003,80.53577423095703,7066700
